WigleWifi-1.4,appRelease=1.0,brand=Bruce
MAC,SSID,AuthMode,FirstSeen,LastSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
BE:FB:D1:32:96:B2,LAGOA_VIEW_0009,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-81,-22.969824,-43.182837,7.0,4.0,WIFI
6E:26:53:0A:3C:F5,LAGOA_PASS_0014,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-93,-22.969824,-43.182837,7.0,4.0,WIFI
E6:F4:C9:E7:97:1A,COPA_GUEST_0001,[OPEN],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,3,2422,-75,-22.969824,-43.182837,7.0,4.0,WIFI
26:02:E5:79:2B:91,LAGOA_VIEW_0019,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,6,2437,-61,-22.969824,-43.182837,7.0,4.0,WIFI
D2:CB:53:30:E6:76,COPA_GUEST_0031,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,11,2462,-71,-22.969824,-43.182837,7.0,4.0,WIFI
2A:B0:43:69:03:1B,COPA_GUEST_0021,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,5,2432,-73,-22.969824,-43.182837,7.0,4.0,WIFI
82:82:B9:D7:0D:90,ARPOADOR_LOUNGE_0017,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,1,2412,-62,-22.969824,-43.182837,7.0,4.0,WIFI
C6:10:62:95:11:5A,IPANEMA_TERRACE_0013,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:00Z,9,2452,-82,-22.969824,-43.182837,7.0,4.0,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,157,5785,-68,-22.96985,-43.182817,7.2,5.5,WIFI
52:61:66:FB:86:4D,LAGOA_PASS_0034,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-66,-22.96985,-43.182817,7.2,4.2,WIFI
5A:7E:03:B4:D8:1D,IPANEMA_TERRACE_0003,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-45,-22.96985,-43.182817,7.2,4.2,WIFI
AA:98:8F:38:CF:C5,IPANEMA_LINK_0038,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-67,-22.96985,-43.182817,7.2,4.2,WIFI
3E:C7:01:5D:AF:FA,LAGOA_VIEW_0039,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,10,2457,-65,-22.96985,-43.182817,7.2,4.2,WIFI
D6:38:41:DF:43:CD,LAGOA_PASS_0004,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,11,2462,-72,-22.96985,-43.182817,7.2,4.2,WIFI
4E:1E:8C:62:D6:A5,ORLA_STUDIO_0015,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,5,2432,-58,-22.96985,-43.182817,7.2,4.2,WIFI
AA:23:76:FF:00:80,IPANEMA_TERRACE_0033,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,7,2442,-74,-22.96985,-43.182817,7.2,4.2,WIFI
72:E1:57:C3:A6:72,COPA_HUB_0036,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-61,-22.96985,-43.182817,7.2,4.2,WIFI
9E:65:44:C0:D2:1B,ARPOADOR_KIOSK_0002,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-64,-22.96985,-43.182817,7.2,4.2,WIFI
36:D0:FB:D7:48:28,IPANEMA_TERRACE_0023,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,6,2437,-80,-22.96985,-43.182817,7.2,4.2,WIFI
FE:A3:A4:08:E1:4C,ARPOADOR_KIOSK_0022,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-67,-22.96985,-43.182817,7.2,4.2,WIFI
66:E8:AD:27:C5:B6,ARPOADOR_KIOSK_0032,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,7,2442,-81,-22.96985,-43.182817,7.2,4.2,WIFI
EE:F7:3D:4C:3B:34,ARPOADOR_LOUNGE_0027,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,11,2462,-75,-22.96985,-43.182817,7.2,4.2,WIFI
36:73:63:E5:7A:36,ARPOADOR_LOUNGE_0037,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,9,2452,-65,-22.96985,-43.182817,7.2,4.2,WIFI
7A:11:52:D2:05:89,ARPOADOR_LOUNGE_0007,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-66,-22.96985,-43.182817,7.2,4.2,WIFI
56:75:65:E2:87:84,ORLA_STUDIO_0035,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,11,2462,-75,-22.96985,-43.182817,7.2,4.2,WIFI
86:5D:73:C3:7D:EB,LAGOA_PASS_0024,[OPEN],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,4,2427,-63,-22.96985,-43.182817,7.2,4.2,WIFI
FE:77:B3:01:35:62,IPANEMA_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-67,-22.96985,-43.182817,7.2,4.2,WIFI
6A:66:A8:C4:D4:77,ORLA_MESH_0010,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,1,2412,-69,-22.96985,-43.182817,7.2,4.2,WIFI
36:52:92:CA:E0:62,LAGOA_VIEW_0029,[OPEN],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,7,2442,-75,-22.96985,-43.182817,7.2,4.2,WIFI
02:DA:A7:7E:A5:C3,IPANEMA_LINK_0018,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,11,2462,-82,-22.96985,-43.182817,7.2,4.2,WIFI
52:4D:CE:75:02:80,ORLA_MESH_0020,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,6,2437,-82,-22.96985,-43.182817,7.2,4.2,WIFI
26:DB:55:BB:B1:70,IPANEMA_LINK_0008,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,6,2437,-77,-22.96985,-43.182817,7.2,4.2,WIFI
86:7E:04:40:38:CB,ORLA_STUDIO_0025,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,11,2462,-76,-22.96985,-43.182817,7.2,4.2,WIFI
1A:8B:3A:16:A8:21,ORLA_STUDIO_0005,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:01Z,7,2442,-80,-22.96985,-43.182817,7.2,4.2,WIFI
0E:AA:11:22:33:47,COPA_MEDIA_NODE,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:55Z,2026-04-11T02:05:02Z,157,5785,-68,-22.969876,-43.182797,7.4,5.7,WIFI
E6:E9:83:0A:29:1D,ORLA_MESH_0050,[OPEN],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-62,-22.969876,-43.182797,7.4,4.4,WIFI
72:E1:57:C3:A6:72,COPA_HUB_0036,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-56,-22.969876,-43.182797,7.4,4.4,WIFI
AA:23:76:FF:00:80,IPANEMA_TERRACE_0033,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,7,2442,-63,-22.969876,-43.182797,7.4,4.4,WIFI
D6:38:41:DF:43:CD,LAGOA_PASS_0004,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-71,-22.969876,-43.182797,7.4,4.4,WIFI
4E:1E:8C:62:D6:A5,ORLA_STUDIO_0015,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,5,2432,-49,-22.969876,-43.182797,7.4,4.4,WIFI
5A:7E:03:B4:D8:1D,IPANEMA_TERRACE_0003,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-44,-22.969876,-43.182797,7.4,4.4,WIFI
36:D0:FB:D7:48:28,IPANEMA_TERRACE_0023,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-72,-22.969876,-43.182797,7.4,4.4,WIFI
AA:98:8F:38:CF:C5,IPANEMA_LINK_0038,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-69,-22.969876,-43.182797,7.4,4.4,WIFI
52:61:66:FB:86:4D,LAGOA_PASS_0034,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-72,-22.969876,-43.182797,7.4,4.4,WIFI
FE:A3:A4:08:E1:4C,ARPOADOR_KIOSK_0022,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-63,-22.969876,-43.182797,7.4,4.4,WIFI
3E:C7:01:5D:AF:FA,LAGOA_VIEW_0039,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,10,2457,-62,-22.969876,-43.182797,7.4,4.4,WIFI
3A:13:26:63:8D:D2,IPANEMA_TERRACE_0053,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-69,-22.969876,-43.182797,7.4,4.4,WIFI
7E:A5:76:6B:A0:11,LAGOA_VIEW_0059,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-87,-22.969876,-43.182797,7.4,4.4,WIFI
66:E8:AD:27:C5:B6,ARPOADOR_KIOSK_0032,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,7,2442,-77,-22.969876,-43.182797,7.4,4.4,WIFI
B2:95:FF:80:4B:EB,COPA_GUEST_0041,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,7,2442,-71,-22.969876,-43.182797,7.4,4.4,WIFI
16:BD:89:60:28:BD,ORLA_MESH_0060,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,4,2427,-71,-22.969876,-43.182797,7.4,4.4,WIFI
6A:0C:D8:3D:66:8C,COPA_HUB_0056,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-88,-22.969876,-43.182797,7.4,4.4,WIFI
9E:65:44:C0:D2:1B,ARPOADOR_KIOSK_0002,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-65,-22.969876,-43.182797,7.4,4.4,WIFI
EE:F7:3D:4C:3B:34,ARPOADOR_LOUNGE_0027,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-68,-22.969876,-43.182797,7.4,4.4,WIFI
36:73:63:E5:7A:36,ARPOADOR_LOUNGE_0037,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,9,2452,-64,-22.969876,-43.182797,7.4,4.4,WIFI
6A:06:85:35:C4:8D,ARPOADOR_KIOSK_0052,[OPEN],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,2,2417,-89,-22.969876,-43.182797,7.4,4.4,WIFI
A6:54:1B:D9:7A:FD,LAGOA_VIEW_0049,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-85,-22.969876,-43.182797,7.4,4.4,WIFI
7A:11:52:D2:05:89,ARPOADOR_LOUNGE_0007,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-68,-22.969876,-43.182797,7.4,4.4,WIFI
56:75:65:E2:87:84,ORLA_STUDIO_0035,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-75,-22.969876,-43.182797,7.4,4.4,WIFI
D2:E9:25:A5:39:B3,IPANEMA_LINK_0048,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,7,2442,-90,-22.969876,-43.182797,7.4,4.4,WIFI
86:5D:73:C3:7D:EB,LAGOA_PASS_0024,[OPEN],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,4,2427,-58,-22.969876,-43.182797,7.4,4.4,WIFI
C6:72:95:C9:1A:BD,ORLA_STUDIO_0055,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-75,-22.969876,-43.182797,7.4,4.4,WIFI
36:52:92:CA:E0:62,LAGOA_VIEW_0029,[OPEN],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,7,2442,-71,-22.969876,-43.182797,7.4,4.4,WIFI
6A:66:A8:C4:D4:77,ORLA_MESH_0010,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-62,-22.969876,-43.182797,7.4,4.4,WIFI
FE:77:B3:01:35:62,IPANEMA_LINK_0028,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-66,-22.969876,-43.182797,7.4,4.4,WIFI
02:DA:A7:7E:A5:C3,IPANEMA_LINK_0018,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-82,-22.969876,-43.182797,7.4,4.4,WIFI
52:4D:CE:75:02:80,ORLA_MESH_0020,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-80,-22.969876,-43.182797,7.4,4.4,WIFI
26:DB:55:BB:B1:70,IPANEMA_LINK_0008,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-76,-22.969876,-43.182797,7.4,4.4,WIFI
1A:8B:3A:16:A8:21,ORLA_STUDIO_0005,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,7,2442,-77,-22.969876,-43.182797,7.4,4.4,WIFI
86:7E:04:40:38:CB,ORLA_STUDIO_0025,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-74,-22.969876,-43.182797,7.4,4.4,WIFI
92:D4:30:5C:EB:59,ARPOADOR_LOUNGE_0047,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-88,-22.969876,-43.182797,7.4,4.4,WIFI
FE:F5:39:4F:6C:CA,ORLA_MESH_0040,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-87,-22.969876,-43.182797,7.4,4.4,WIFI
16:D5:91:9E:EB:BB,ARPOADOR_KIOSK_0012,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-68,-22.969876,-43.182797,7.4,4.4,WIFI
46:71:45:01:1F:7C,LAGOA_PASS_0054,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-82,-22.969876,-43.182797,7.4,4.4,WIFI
76:07:F3:01:16:1E,ARPOADOR_LOUNGE_0057,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-66,-22.969876,-43.182797,7.4,4.4,WIFI
76:5B:3A:F9:F9:C1,COPA_GUEST_0011,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-64,-22.969876,-43.182797,7.4,4.4,WIFI
D2:1C:F6:4D:13:7A,IPANEMA_LINK_0058,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,10,2457,-86,-22.969876,-43.182797,7.4,4.4,WIFI
6E:A8:71:43:E8:22,ORLA_MESH_0030,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,4,2427,-85,-22.969876,-43.182797,7.4,4.4,WIFI
0E:E4:12:12:F0:88,LAGOA_PASS_0044,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,5,2432,-70,-22.969876,-43.182797,7.4,4.4,WIFI
BE:FB:D1:32:96:B2,LAGOA_VIEW_0009,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-79,-22.969876,-43.182797,7.4,4.4,WIFI
6E:26:53:0A:3C:F5,LAGOA_PASS_0014,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-85,-22.969876,-43.182797,7.4,4.4,WIFI
AA:18:77:09:44:2E,COPA_HUB_0006,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-67,-22.969876,-43.182797,7.4,4.4,WIFI
52:87:4D:81:C4:64,COPA_HUB_0016,[OPEN],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,9,2452,-83,-22.969876,-43.182797,7.4,4.4,WIFI
FA:8C:73:DF:84:94,COPA_HUB_0026,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,5,2432,-75,-22.969876,-43.182797,7.4,4.4,WIFI
E6:F4:C9:E7:97:1A,COPA_GUEST_0001,[OPEN],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,3,2422,-77,-22.969876,-43.182797,7.4,4.4,WIFI
26:02:E5:79:2B:91,LAGOA_VIEW_0019,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,6,2437,-65,-22.969876,-43.182797,7.4,4.4,WIFI
DE:3F:8F:B6:43:4A,ORLA_STUDIO_0045,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,4,2427,-73,-22.969876,-43.182797,7.4,4.4,WIFI
AA:52:BF:92:63:D6,COPA_HUB_0046,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-79,-22.969876,-43.182797,7.4,4.4,WIFI
2A:B0:43:69:03:1B,COPA_GUEST_0021,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,5,2432,-72,-22.969876,-43.182797,7.4,4.4,WIFI
D2:CB:53:30:E6:76,COPA_GUEST_0031,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,11,2462,-69,-22.969876,-43.182797,7.4,4.4,WIFI
82:82:B9:D7:0D:90,ARPOADOR_LOUNGE_0017,[WPA2-PSK-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-61,-22.969876,-43.182797,7.4,4.4,WIFI
26:BD:AA:4C:EC:B7,IPANEMA_TERRACE_0043,[OPEN],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,10,2457,-75,-22.969876,-43.182797,7.4,4.4,WIFI
C2:DE:7D:59:DA:76,COPA_GUEST_0051,[WPA3-SAE-CCMP][ESS],2026-04-11T02:04:56Z,2026-04-11T02:05:02Z,1,2412,-69,-22.969876,-43.182797,7.4,4.4,WIFI
